Label,Total_Energy_kWh,Holiday
2021/11/23-8,30.509999999999998,False
2021/11/23-9,38.540000000000006,False
2021/11/23-10,38.36,False
2021/11/23-11,19.580000000000002,False
2021/11/23-12,16.46,False
2021/11/23-13,17.779999999999998,False
2021/11/23-14,17.98,False
2021/11/28-13,20.1,True
2021/11/28-14,25.4,True
2021/11/28-15,30.72,True
2021/11/28-16,17.63,True
2021/11/28-17,19.05,True
2021/11/28-18,2.5199999999999996,True
2021/11/23-15,21.029999999999998,False
2021/11/23-16,20.14,False
2021/11/23-17,20.78,False
2021/11/23-18,28.58,False
2021/11/23-19,22.87,False
2021/11/23-20,8.49,False
2021/11/23-21,5.28,False
2021/11/23-22,3.75,False
2021/11/23-23,3.42,False
2021/11/24-6,5.89,False
2021/11/24-9,24.97,False
2021/11/24-10,26.490000000000002,False
2021/11/24-11,17.36,False
2021/11/26-13,57.06,False
2021/11/26-14,48.36,False
2021/11/26-15,30.0,False
2021/11/26-16,17.68,False
2021/11/26-17,16.529999999999998,False
2021/11/26-18,15.5,False
2021/11/26-19,13.49,False
2021/11/24-12,20.979999999999997,False
2021/11/28-22,0.51,True
2021/11/28-23,6.12,True
2021/11/24-13,24.17,False
2021/11/24-14,15.41,False
2021/11/24-15,17.9,False
2021/11/24-16,19.839999999999996,False
2021/11/24-17,24.21,False
2021/11/24-18,18.42,False
2021/11/24-19,22.9,False
2021/11/24-20,13.23,False
2021/11/24-21,9.36,False
2021/11/24-22,4.55,False
2021/11/24-23,5.46,False
2021/11/25-6,0.78,False
2021/11/25-7,7.42,False
2021/11/25-8,12.77,False
2021/11/25-9,7.5,False
2021/11/25-10,4.109999999999999,False
2021/11/25-11,15.059999999999999,False
2021/11/25-12,14.600000000000001,False
2021/11/25-13,12.690000000000001,False
2021/11/25-14,5.91,False
2021/11/25-19,2.96,False
2021/11/25-20,6.13,False
2021/11/25-21,6.13,False
2021/11/25-22,6.13,False
2021/11/25-23,6.13,False
2021/11/26-0,11.46,False
2021/11/26-1,12.17,False
2021/11/26-2,9.82,False
2021/11/26-3,6.04,False
2021/11/26-4,6.04,False
2021/11/26-5,6.04,False
2021/11/26-6,8.55,False
2021/11/26-7,7.88,False
2021/11/26-8,9.62,False
2021/11/26-9,13.61,False
2021/11/26-10,21.619999999999997,False
2021/11/26-11,33.809999999999995,False
2021/11/26-12,46.449999999999996,False
2021/11/26-20,10.51,False
2021/11/26-21,10.51,False
2021/11/26-22,10.51,False
2021/11/26-23,5.6000000000000005,False
2021/11/29-6,7.75,False
2021/11/29-7,9.01,False
2021/11/29-8,13.519999999999998,False
2021/11/29-9,28.029999999999998,False
2021/11/29-10,45.26,False
2021/11/29-11,36.06999999999999,False
2021/11/29-12,26.7,False
2021/11/29-13,29.11,False
2021/11/29-14,26.919999999999998,False
2021/11/29-15,6.25,False
2021/11/29-17,2.26,False
2021/11/29-18,0.92,False
2021/11/29-19,7.38,False
2021/11/29-20,9.38,False
2021/11/29-21,5.909999999999999,False
2021/11/29-22,5.89,False
2021/11/29-23,5.89,False
2021/11/30-0,9.43,False
2021/11/30-1,10.23,False
2021/11/30-2,6.21,False
2021/11/30-7,7.829999999999999,False
2021/11/30-8,18.800000000000004,False
2021/11/30-9,28.04,False
2021/11/30-10,20.93,False
2021/11/30-11,19.270000000000003,False
2021/11/30-12,inf,False
2021/11/30-13,14.4,False
2021/11/30-14,12.3,False
2021/11/30-15,17.689999999999998,False
2021/11/30-16,13.120000000000001,False
2021/11/30-17,1.43,False
2021/11/30-18,12.69,False
2021/11/30-19,2.53,False
2021/11/30-21,2.4,False
2021/11/30-22,6.41,False
2021/11/30-23,9.46,False
2021/11/27-0,0.63,False
2021/11/27-1,6.29,False
2021/11/27-2,6.29,False
2021/11/27-3,1.82,False
2021/11/27-6,2.53,False
2021/11/27-7,11.759999999999998,False
2021/11/27-8,12.49,False
2021/11/27-9,17.6,False
2021/11/27-10,17.04,False
2021/11/27-11,19.63,False
2021/11/27-12,16.25,False
2021/11/27-13,15.93,False
2021/11/27-14,3.1799999999999997,False
2021/11/27-15,3.05,False
2021/11/27-16,8.61,False
2021/11/27-17,9.370000000000001,False
2021/11/27-18,10.85,False
2021/11/27-19,18.45,False
2021/11/27-20,9.36,False
2021/11/27-21,3.0,False
2021/11/27-22,2.19,False
2021/11/27-23,1.58,False
2021/11/28-7,3.93,True
2021/11/28-8,19.04,True
2021/11/28-9,24.699999999999996,True
2021/11/28-10,25.140000000000004,True
2021/11/28-11,32.55,True
2021/11/28-12,33.33,True
2018/1/3-0,4.09,False
2018/1/3-1,4.09,False
2018/1/3-2,4.09,False
2018/1/3-3,4.09,False
2018/1/3-4,4.09,False
2018/1/3-5,4.09,False
2018/1/3-6,4.09,False
2018/1/3-7,4.09,False
2018/1/3-8,4.09,False
2018/1/3-12,4.09,False
2018/1/3-13,4.09,False
2018/1/3-16,4.09,False
2018/1/3-17,4.09,False
2018/1/3-18,4.09,False
2018/1/3-19,4.09,False
2018/1/3-20,4.09,False
2018/1/3-21,4.09,False
2018/1/3-22,4.09,False
2018/1/3-23,3.53,False
2018/1/5-0,4.12,False
2018/1/5-1,4.12,False
2018/1/5-2,4.12,False
2018/1/5-3,4.12,False
2018/1/5-4,4.12,False
2018/1/5-5,4.12,False
2018/1/5-6,4.12,False
2018/1/5-7,4.12,False
2018/1/5-8,4.12,False
2018/1/5-9,4.12,False
2018/1/5-10,4.12,False
2018/1/5-11,4.12,False
2018/1/5-12,4.12,False
2018/1/5-13,4.12,False
2018/1/5-15,4.12,False
2018/1/5-18,4.12,False
2018/1/5-19,4.12,False
2018/1/5-20,4.12,False
2018/1/5-21,4.12,False
2018/1/5-22,4.12,False
2018/1/5-23,1.35,False
2018/2/1-0,3.7,False
2018/2/1-1,3.7,False
2018/2/1-2,3.7,False
2018/2/1-3,3.7,False
2018/2/1-4,3.7,False
2018/2/1-5,3.7,False
2018/2/1-6,3.7,False
2018/2/1-16,3.7,False
2018/2/1-22,3.7,False
2018/2/1-23,0.74,False
2018/1/24-0,3.56,False
2018/1/24-1,3.56,False
2018/1/24-2,3.56,False
2018/1/24-3,3.56,False
2018/1/24-4,3.56,False
2018/1/24-5,3.56,False
2018/1/24-6,3.56,False
2018/1/24-7,3.56,False
2018/1/24-8,3.56,False
2018/1/24-19,3.56,False
2018/1/24-20,3.56,False
2018/1/25-0,4.25,False
2018/1/25-1,0.04,False
2018/2/6-0,5.95,False
2018/2/6-1,5.95,False
2018/2/6-2,5.95,False
2018/2/6-3,5.95,False
2018/2/6-4,5.95,False
2018/2/6-5,5.95,False
2018/2/6-8,5.95,False
2018/2/6-18,5.95,False
2018/2/6-19,5.95,False
2018/2/6-20,5.95,False
2018/2/6-21,5.95,False
2018/2/6-22,5.95,False
2018/2/6-23,5.18,False
2018/2/16-0,4.28,False
2018/2/16-1,4.28,False
2018/2/16-2,4.28,False
2018/2/16-3,0.3,False
2018/2/18-0,4.48,True
2018/2/18-1,4.48,True
2018/2/18-2,2.05,True
2018/2/19-0,4.12,False
2018/2/19-1,4.12,False
2018/2/19-2,4.12,False
2018/2/19-3,4.12,False
2018/2/19-4,4.12,False
2018/2/19-5,4.12,False
2018/2/19-6,4.12,False
2018/2/19-9,4.12,False
2018/2/19-16,4.12,False
2018/2/19-17,4.12,False
2018/2/19-18,4.12,False
2018/2/20-0,2.69,False
2018/2/20-1,2.69,False
2018/2/20-2,2.69,False
2018/2/20-3,0.87,False
2018/3/4-0,11.96,True
2018/3/4-1,11.96,True
2018/3/4-2,11.96,True
2018/3/4-3,11.96,True
2018/3/4-4,11.96,True
2018/3/4-5,11.96,True
2018/3/4-6,7.87,True
2018/3/4-7,5.83,True
2018/3/4-19,5.83,True
2018/3/5-0,6.42,False
2018/3/5-1,6.42,False
2018/3/5-2,6.42,False
2018/3/5-3,6.42,False
2018/3/5-4,6.42,False
2018/3/5-5,1.6,False
2018/2/24-0,6.1,False
2018/2/24-1,2.16,False
2018/3/7-0,3.84,False
2018/3/7-1,1.95,False
2018/2/26-0,4.13,False
2018/2/26-1,4.13,False
2018/2/26-2,2.37,False
2018/4/10-0,4.32,False
2018/4/10-1,4.32,False
2018/4/10-2,4.32,False
2018/4/10-3,4.32,False
2018/4/10-4,4.32,False
2018/4/10-5,4.32,False
2018/4/10-6,4.32,False
2018/4/10-23,3.03,False
2018/4/15-0,3.74,True
2018/4/15-1,3.74,True
2018/4/15-2,3.74,True
2018/4/15-3,3.74,True
2018/4/15-4,3.74,True
2018/4/15-5,3.74,True
2018/4/15-7,3.74,True
2018/4/15-8,3.74,True
2018/4/15-23,1.1,True
2018/4/6-0,4.71,False
2018/4/6-1,4.71,False
2018/4/6-2,3.31,False
2018/4/8-0,10.379999999999999,True
2018/4/8-1,10.379999999999999,True
2018/4/8-2,6.75,True
2018/4/8-3,0.98,True
2018/4/18-0,3.31,False
2018/4/18-1,1.9,False
2018/4/19-0,4.81,False
2018/4/19-1,2.92,False
2018/4/28-0,6.97,False
2018/4/28-1,2.02,False
2018/5/1-0,4.6,False
2018/5/1-1,3.85,False
2018/4/27-0,10.77,False
2018/4/27-1,10.77,False
2018/4/27-2,10.77,False
2018/4/27-3,10.77,False
2018/4/27-4,10.77,False
2018/4/27-5,10.77,False
2018/4/27-6,10.77,False
2018/5/27-0,6.95,True
2018/5/27-1,1.97,True
2018/5/30-0,12.2,False
2018/5/30-1,12.2,False
2018/5/30-2,10.57,False
2018/5/14-0,11.379999999999999,False
2018/5/14-1,11.379999999999999,False
2018/5/14-2,11.379999999999999,False
2018/5/14-3,11.379999999999999,False
2018/5/14-4,11.379999999999999,False
2018/5/14-5,11.379999999999999,False
2018/5/14-13,11.379999999999999,False
2018/5/14-16,11.379999999999999,False
2018/5/14-20,11.379999999999999,False
2018/5/14-21,11.379999999999999,False
2018/5/14-22,11.379999999999999,False
2018/5/14-23,4.14,False
2018/5/28-0,6.03,False
2018/5/28-1,6.03,False
2018/5/28-2,6.03,False
2018/5/28-3,6.03,False
2018/5/28-4,6.03,False
2018/5/28-5,2.11,False
2018/5/24-0,4.48,False
2018/5/24-1,4.48,False
2018/5/24-2,1.39,False
2018/5/25-0,6.68,False
2018/5/25-1,6.68,False
2018/5/25-2,4.65,False
2018/5/26-0,6.95,False
2018/5/26-1,6.95,False
2018/5/26-2,6.95,False
2018/5/26-3,6.95,False
2018/5/26-4,6.95,False
2018/5/26-20,6.95,False
2018/6/1-0,6.39,False
2018/6/1-1,6.39,False
2018/6/1-2,6.39,False
2018/6/1-3,6.39,False
2018/6/1-4,6.39,False
2018/6/10-0,3.09,True
2018/6/10-1,3.09,True
2018/6/10-2,3.09,True
2018/6/10-3,3.09,True
2018/6/10-4,3.09,True
2018/6/10-5,3.09,True
2018/6/11-0,4.92,False
2018/6/11-1,4.92,False
2018/6/11-2,4.92,False
2018/6/11-3,2.98,False
2018/6/7-0,5.13,False
2018/6/7-1,5.13,False
2018/6/7-2,5.13,False
2018/6/7-3,5.13,False
2018/6/7-4,4.45,False
2018/6/5-0,4.52,False
2018/6/5-1,3.16,False
2018/7/7-0,4.75,False
2018/7/7-1,4.75,False
2018/7/7-2,4.75,False
2018/7/7-3,4.75,False
2018/7/7-4,4.75,False
2018/7/7-5,4.75,False
2018/7/7-9,4.75,False
2018/7/7-15,4.75,False
2018/7/7-23,0.43,False
2018/7/5-0,5.92,False
2018/7/5-1,5.92,False
2018/7/5-2,5.92,False
2018/7/5-3,5.92,False
2018/7/5-4,5.92,False
2018/7/5-5,5.92,False
2018/7/5-6,5.92,False
2018/7/5-7,5.92,False
2018/7/5-8,5.92,False
2018/7/5-21,5.92,False
2018/7/5-22,5.92,False
2018/7/5-23,1.34,False
2018/7/25-0,5.75,False
2018/7/25-1,5.75,False
2018/7/25-2,4.58,False
2018/7/23-0,5.88,False
2018/7/23-1,5.88,False
2018/7/23-2,2.12,False
2018/7/19-0,5.58,False
2018/7/19-1,5.58,False
2018/7/19-2,3.14,False
2018/8/3-0,5.85,False
2018/8/3-1,5.85,False
2018/8/3-2,5.85,False
2018/8/3-3,5.85,False
2018/8/3-4,5.85,False
2018/8/3-5,5.85,False
2018/8/3-6,2.79,False
2018/7/31-0,11.99,False
2018/7/31-1,11.99,False
2018/7/31-2,8.16,False
2018/7/31-3,6.13,False
2018/7/31-4,6.13,False
2018/7/31-5,6.13,False
2018/7/31-22,6.13,False
2018/7/26-0,5.91,False
2018/7/26-1,5.91,False
2018/7/26-2,5.91,False
2018/7/26-3,4.1,False
2018/7/27-0,5.82,False
2018/7/27-1,4.06,False
2018/8/1-0,5.9,False
2018/8/1-1,5.9,False
2018/8/1-2,5.9,False
2018/8/1-3,5.9,False
2018/8/1-4,5.9,False
2018/8/1-5,5.9,False
2018/8/8-0,5.91,False
2018/8/8-1,5.91,False
2018/8/8-2,5.91,False
2018/8/8-3,5.91,False
2018/8/8-4,5.91,False
2018/8/8-5,5.91,False
2018/8/4-0,6.59,False
2018/8/4-1,5.61,False
2018/8/21-0,5.96,False
2018/8/21-1,5.96,False
2018/8/21-2,5.96,False
2018/8/21-3,5.96,False
2018/8/21-4,5.96,False
2018/8/21-5,5.96,False
2018/8/23-0,5.82,False
2018/8/23-1,5.82,False
2018/8/23-2,5.82,False
2018/8/23-3,5.82,False
2018/8/23-4,5.82,False
2018/8/23-5,5.82,False
2018/8/23-23,4.6,False
2018/8/13-0,5.92,False
2018/8/13-1,5.92,False
2018/8/13-2,5.92,False
2018/8/13-3,5.92,False
2018/8/13-4,3.04,False
2018/8/16-0,5.94,False
2018/8/16-1,5.94,False
2018/8/16-2,5.94,False
2018/8/16-3,5.94,False
2018/8/16-4,5.94,False
2018/8/16-5,5.94,False
2018/8/17-0,5.73,False
2018/8/17-1,5.73,False
2018/8/17-2,5.73,False
2018/8/17-3,1.56,False
2018/8/22-0,11.35,False
2018/8/22-1,11.35,False
2018/8/22-2,11.35,False
2018/8/22-3,7.58,False
2018/8/22-4,5.97,False
2018/8/22-5,4.14,False
2018/8/7-0,5.89,False
2018/8/7-1,5.89,False
2018/8/7-2,5.89,False
2018/8/7-3,5.89,False
2018/8/7-4,5.89,False
2018/8/7-5,1.61,False
2018/8/25-0,5.91,False
2018/8/25-1,5.91,False
2018/8/25-2,5.91,False
2018/8/25-3,5.91,False
2018/8/25-4,5.91,False
2018/8/25-5,5.91,False
2018/8/25-6,5.91,False
2018/9/5-0,11.13,False
2018/9/5-1,11.13,False
2018/9/5-2,11.13,False
2018/9/5-3,5.970000000000001,False
2018/9/5-4,5.9,False
2018/9/5-5,5.9,False
2018/9/5-6,1.57,False
2018/9/11-0,5.85,False
2018/9/11-1,5.85,False
2018/9/11-2,5.85,False
2018/9/11-3,5.85,False
2018/9/11-4,5.85,False
2018/9/11-5,5.81,False
2018/8/29-0,5.89,False
2018/8/29-1,5.89,False
2018/8/29-2,5.89,False
2018/8/29-3,5.89,False
2018/8/29-4,1.02,False
2018/8/28-0,5.78,False
2018/8/28-1,5.78,False
2018/8/28-2,0.06,False
2018/9/10-0,5.91,False
2018/9/10-1,5.91,False
2018/9/10-2,5.91,False
2018/9/10-3,4.65,False
2018/9/25-0,5.93,False
2018/9/25-1,5.93,False
2018/9/25-2,5.93,False
2018/9/25-3,5.93,False
2018/9/25-4,5.93,False
2018/9/25-5,5.12,False
2018/9/16-0,5.06,True
2018/9/16-1,5.06,True
2018/9/16-2,0.61,True
2018/9/27-0,5.9,False
2018/9/27-1,5.9,False
2018/9/27-2,5.9,False
2018/9/27-3,5.9,False
2018/9/27-4,5.71,False
2018/9/28-0,5.9,False
2018/9/28-1,5.9,False
2018/9/28-2,3.44,False
2018/9/13-0,5.89,False
2018/9/13-1,5.89,False
2018/9/13-2,5.89,False
2018/9/13-3,5.89,False
2018/9/13-4,5.89,False
2018/9/13-5,5.89,False
2018/9/20-0,4.25,False
2018/9/20-1,4.25,False
2018/9/20-2,4.25,False
2018/9/20-3,4.25,False
2018/9/20-4,4.25,False
2018/9/20-5,4.25,False
2018/9/20-22,4.25,False
2018/9/20-23,0.75,False
2018/9/14-0,5.28,False
2018/9/14-1,5.28,False
2018/9/14-2,5.28,False
2018/9/14-3,2.43,False
2018/10/1-0,5.57,False
2018/10/1-1,1.47,False
2018/10/2-0,5.84,False
2018/10/2-1,2.92,False
2018/10/3-0,6.22,False
2018/10/3-1,6.22,False
2018/10/3-2,6.22,False
2018/10/3-3,6.22,False
2018/10/3-4,6.22,False
2018/10/3-5,6.22,False
2018/10/3-6,6.22,False
2018/10/3-7,6.22,False
2018/10/11-0,4.89,False
2018/10/11-1,4.89,False
2018/10/11-2,4.89,False
2018/10/11-3,0.07,False
2018/10/7-0,6.55,True
2018/10/7-1,6.55,True
2018/10/7-2,6.55,True
2018/10/7-3,6.55,True
2018/10/7-4,6.55,True
2018/10/7-5,6.55,True
2018/10/7-6,6.55,True
2018/10/7-7,6.55,True
2018/10/7-21,6.55,True
2018/10/7-22,6.55,True
2018/10/7-23,5.11,True
2018/10/10-0,5.62,False
2018/10/10-1,5.62,False
2018/10/10-2,5.62,False
2018/10/10-3,5.62,False
2018/10/10-4,5.62,False
2018/10/10-5,5.62,False
2018/10/4-0,5.93,False
2018/10/4-1,5.93,False
2018/10/4-2,5.93,False
2018/10/4-3,5.93,False
2018/10/4-4,5.93,False
2018/10/4-5,5.93,False
2018/10/12-3,2.17,False
2018/10/20-0,6.45,False
2018/10/20-4,6.45,False
2018/10/20-5,6.45,False
2018/10/20-6,6.45,False
2018/10/20-7,6.45,False
2018/10/20-22,6.45,False
2018/10/20-23,5.25,False
2018/10/29-0,5.83,False
2018/10/29-1,5.83,False
2018/10/29-2,5.83,False
2018/10/29-3,5.83,False
2018/10/29-4,5.83,False
2018/10/17-0,5.46,False
2018/10/17-1,5.46,False
2018/10/17-2,5.46,False
2018/10/17-3,5.46,False
2018/10/17-4,5.46,False
2018/10/17-5,5.46,False
2018/10/17-6,1.11,False
2018/10/30-0,5.58,False
2018/10/30-1,5.58,False
2018/10/30-2,0.59,False
2018/10/31-0,5.43,False
2018/10/31-1,5.43,False
2018/10/31-2,5.43,False
2018/10/31-3,5.43,False
2018/10/31-4,2.14,False
2018/10/24-0,6.24,False
2018/10/24-1,6.24,False
2018/10/24-2,6.24,False
2018/10/24-3,6.24,False
2018/10/24-4,6.24,False
2018/10/24-5,6.24,False
2018/10/18-0,5.38,False
2018/10/18-1,4.93,False
2018/11/1-2,5.35,False
2018/11/1-3,1.41,False
2018/11/8-0,5.32,False
2018/11/8-1,1.99,False
2018/11/2-0,5.83,False
2018/11/2-3,5.83,False
2018/11/2-4,5.83,False
2018/11/17-0,8.38,False
2018/11/17-1,8.38,False
2018/11/17-2,8.38,False
2018/11/17-3,8.38,False
2018/11/17-4,3.99,False
2018/11/17-5,3.23,False
2018/11/17-6,3.23,False
2018/11/17-7,3.23,False
2018/11/17-8,3.23,False
2018/11/17-20,3.23,False
2018/11/15-0,16.22,False
2018/11/15-1,16.22,False
2018/11/15-2,16.22,False
2018/11/15-3,14.759999999999998,False
2018/11/15-4,6.5,False
2018/11/15-5,5.59,False
2018/11/15-6,5.59,False
2018/11/15-23,2.09,False
2018/11/6-0,5.76,False
2018/11/6-1,5.76,False
2018/11/6-2,5.76,False
2018/11/6-3,5.76,False
2018/11/6-4,5.76,False
2018/11/30-0,2.19,False
2018/11/30-1,2.19,False
2018/11/30-3,2.19,False
2018/11/30-4,2.19,False
2018/11/30-5,2.19,False
2018/11/30-6,2.19,False
2018/12/3-0,5.1,False
2018/12/3-1,0.49,False
2018/11/20-0,4.69,False
2018/11/20-1,4.69,False
2018/11/20-2,4.69,False
2018/11/20-3,4.69,False
2018/11/20-4,4.69,False
2018/11/20-5,0.78,False
2018/11/18-0,3.94,True
2018/11/18-1,3.94,True
2018/11/18-2,3.94,True
2018/11/18-3,3.94,True
2018/11/18-4,3.94,True
2018/11/18-5,3.94,True
2018/11/18-6,3.94,True
2018/11/18-7,3.94,True
2018/11/18-8,3.94,True
2018/11/18-20,3.94,True
2018/11/18-21,3.94,True
2018/11/18-22,3.94,True
2018/11/18-23,2.57,True
2018/12/1-0,5.83,False
2018/12/1-3,5.83,False
2018/12/1-4,5.83,False
2018/12/1-5,5.83,False
2018/12/1-6,5.83,False
2018/12/1-7,5.83,False
2018/12/1-8,5.83,False
2018/12/1-22,5.83,False
2018/12/1-23,2.54,False
2018/11/27-0,5.35,False
2018/11/27-1,5.35,False
2018/11/27-2,2.62,False
2018/12/9-0,12.33,True
2018/12/9-1,9.379999999999999,True
2018/12/9-2,6.26,True
2018/12/9-3,6.26,True
2018/12/9-4,6.26,True
2018/12/9-5,6.26,True
2018/12/9-6,6.26,True
2018/12/9-7,6.26,True
2018/12/9-21,6.26,True
2018/12/9-22,6.26,True
2018/12/9-23,2.53,True
2018/12/6-2,1.4,False
2018/12/6-3,1.4,False
2018/12/6-4,1.4,False
2018/12/6-22,1.4,False
2018/12/16-0,4.98,True
2018/12/16-3,2.84,True
2018/12/7-0,6.21,False
2018/12/7-1,6.21,False
2018/12/7-2,6.21,False
2018/12/7-3,6.21,False
2018/12/7-4,6.21,False
2018/12/11-0,5.19,False
2018/12/11-1,4.55,False
2018/12/13-0,5.95,False
2018/12/13-1,5.95,False
2018/12/13-2,5.95,False
2018/12/13-3,5.95,False
2018/12/13-4,5.95,False
2018/12/19-0,5.31,False
2018/12/19-1,5.31,False
2018/12/19-2,1.19,False
2019/1/6-0,6.6,True
2019/1/6-1,0.59,True
2019/1/10-0,5.24,False
2019/1/10-1,0.54,False
2019/1/23-0,6.15,False
2019/1/23-1,6.15,False
2019/1/23-2,6.15,False
2019/1/23-3,6.15,False
2019/1/23-4,6.15,False
2019/1/23-23,3.04,False
2019/1/16-0,3.96,False
2019/1/16-1,3.96,False
2019/1/16-2,3.96,False
2019/1/16-3,3.96,False
2019/1/16-4,3.96,False
2019/1/18-0,11.29,False
2019/1/18-2,9.73,False
2019/1/18-3,6.2,False
2019/1/18-4,6.2,False
2019/1/18-5,6.2,False
2019/1/18-6,6.2,False
2019/1/18-7,6.2,False
2019/1/15-0,4.5,False
2019/1/15-1,4.5,False
2019/1/15-2,2.02,False
2019/1/19-0,3.59,False
2019/1/19-4,3.59,False
2019/1/19-5,3.59,False
2019/1/19-6,3.59,False
2019/1/17-0,3.96,False
2019/1/17-1,3.96,False
2019/1/17-2,3.96,False
2019/1/17-3,3.96,False
2019/1/17-4,3.96,False
2019/1/20-0,6.25,True
2019/1/20-1,6.25,True
2019/1/20-3,6.25,True
2019/1/20-4,6.25,True
2019/1/20-5,6.25,True
2019/1/20-6,6.25,True
2019/1/20-7,6.25,True
2019/1/20-20,6.25,True
2019/1/20-21,6.25,True
2019/1/20-22,6.25,True
2019/1/20-23,2.6,True
2019/2/2-2,10.600000000000001,False
2019/2/2-3,10.600000000000001,False
2019/2/2-4,10.600000000000001,False
2019/2/2-5,10.600000000000001,False
2019/2/2-6,10.600000000000001,False
2019/2/2-7,10.600000000000001,False
2019/2/6-0,3.13,False
2019/2/6-1,3.13,False
2019/2/6-2,3.13,False
2019/2/6-3,3.13,False
2019/2/6-4,3.13,False
2019/2/6-16,3.13,False
2019/2/6-22,3.13,False
2019/2/6-23,3.06,False
2019/2/3-0,6.62,True
2019/2/4-0,9.620000000000001,False
2019/2/4-1,9.620000000000001,False
2019/2/4-2,8.75,False
2019/2/4-3,4.3,False
2019/2/4-4,4.3,False
2019/2/4-23,3.54,False
2019/2/1-0,6.09,False
2019/2/1-1,6.09,False
2019/2/1-2,6.09,False
2019/2/1-3,6.09,False
2019/2/1-4,6.09,False
2019/2/8-0,11.8,False
2019/2/8-3,10.370000000000001,False
2019/2/8-4,10.01,False
2019/2/19-0,9.71,False
2019/2/19-1,9.71,False
2019/2/19-2,9.71,False
2019/2/19-3,9.71,False
2019/2/19-4,6.66,False
2019/2/19-5,3.22,False
2019/2/19-6,3.22,False
2019/2/15-2,2.59,False
2019/2/16-0,2.58,False
2019/2/16-2,2.58,False
2019/2/16-3,2.58,False
2019/2/16-4,2.58,False
2019/2/16-5,2.58,False
2019/2/16-6,1.42,False
2019/2/10-0,12.08,True
2019/2/10-2,12.08,True
2019/2/10-3,12.08,True
2019/2/10-4,12.08,True
2019/2/10-5,12.08,True
2019/2/10-6,12.08,True
2019/2/10-7,12.08,True
2019/2/14-0,10.2,False
2019/2/14-1,10.2,False
2019/2/14-2,10.2,False
2019/2/14-3,10.2,False
2019/2/14-4,10.2,False
2019/2/13-0,3.67,False
2019/2/13-1,3.67,False
2019/2/13-2,1.31,False
2019/2/22-2,4.08,False
2019/2/22-3,4.08,False
2019/2/22-4,4.08,False
2019/2/22-5,4.08,False
2019/2/28-2,3.35,False
2019/3/5-0,3.87,False
2019/3/5-1,1.89,False
2019/3/6-0,4.06,False
2019/3/6-1,4.06,False
2019/3/6-2,1.52,False
2019/3/1-0,8.8,False
2019/2/26-0,3.88,False
2019/2/26-1,3.88,False
2019/2/26-2,3.88,False
2019/2/26-3,3.88,False
2019/2/26-4,3.1,False
2019/3/1-3,1.14,False
2019/3/8-2,2.24,False
2019/2/24-0,10.08,True
2019/2/24-1,5.359999999999999,True
2019/2/24-2,3.98,True
2019/2/24-3,1.78,True
2019/3/4-0,6.1,False
2019/3/4-1,6.1,False
2019/3/4-2,1.83,False
2019/3/19-0,7.68,False
2019/3/19-1,3.4499999999999997,False
2019/3/19-2,3.15,False
2019/3/19-3,3.15,False
2019/3/19-4,3.15,False
2019/3/19-22,3.15,False
2019/3/19-23,2.28,False
2019/3/13-0,3.77,False
2019/3/13-1,0.43,False
2019/3/17-0,4.38,True
2019/3/17-1,4.38,True
2019/3/17-2,4.38,True
2019/3/17-3,3.81,True
2019/3/12-0,4.56,False
2019/3/12-1,4.56,False
2019/3/12-2,4.56,False
2019/3/12-3,4.56,False
2019/3/12-4,4.56,False
2019/3/12-15,4.56,False
2019/4/3-0,14.71,False
2019/4/3-1,14.71,False
2019/4/3-2,7.6000000000000005,False
2019/4/3-3,5.23,False
2019/4/3-4,5.23,False
2019/4/3-5,5.23,False
2019/3/26-0,5.82,False
2019/3/26-1,5.82,False
2019/3/26-2,5.82,False
2019/3/26-3,5.82,False
2019/3/26-4,5.82,False
2019/3/26-22,5.82,False
2019/3/26-23,0.04,False
2019/4/4-0,5.46,False
2019/4/4-1,5.46,False
2019/4/4-2,4.24,False
2019/3/29-0,4.04,False
2019/3/29-1,4.04,False
2019/3/29-2,4.04,False
2019/3/29-3,4.04,False
2019/3/29-4,4.04,False
2019/3/29-23,0.86,False
2019/4/8-0,4.57,False
2019/4/8-1,1.68,False
2019/4/5-0,4.24,False
2019/4/5-1,0.16,False
2019/4/17-0,6.97,False
2019/4/17-1,6.97,False
2019/4/17-2,6.97,False
2019/4/17-3,6.97,False
2019/4/17-4,6.97,False
2019/4/17-5,3.74,False
2019/4/20-0,4.53,False
2019/4/20-1,4.53,False
2019/4/20-2,4.53,False
2019/4/20-3,2.99,False
2019/4/14-0,4.36,True
2019/4/14-1,4.36,True
2019/4/14-2,3.32,True
2019/4/10-0,4.76,False
2019/4/10-1,4.76,False
2019/4/10-2,0.46,False
2019/4/11-0,3.16,False
2019/4/11-1,3.16,False
2019/4/11-2,1.44,False
2019/4/19-0,4.98,False
2019/4/19-1,2.03,False
2019/4/24-0,4.32,False
2019/4/24-1,4.32,False
2019/4/24-2,4.32,False
2019/4/24-3,4.32,False
2019/4/24-4,4.32,False
2019/4/24-20,4.32,False
2019/4/24-21,4.32,False
2019/4/24-22,4.32,False
2019/4/24-23,4.31,False
2019/5/4-0,4.55,False
2019/5/4-1,0.65,False
2019/5/2-0,5.39,False
2019/5/2-1,5.39,False
2019/5/2-2,1.22,False
2019/4/28-0,4.16,True
2019/4/23-0,4.11,False
