value,prediction
13.4800005,10.581295
18.91,10.648527
12.0,10.592185
13.28,10.424206
12.86,10.165847
6.8300004,9.844354
5.96,9.490034
0.0,9.037044
8.309999,8.886375
12.1,8.730529
7.62,8.548164
0.0,8.381179
0.0,8.305864
0.0,8.425865
0.0,8.695524
0.0,9.055762
0.0,9.458334
0.0,9.865422
5.88,10.246267
0.0,9.459083
0.0,9.219698
12.25,9.598271
26.54,9.658281
31.63,9.79
30.66,9.899983
19.150002,9.928443
13.969999,9.851923
7.5699997,9.671888
6.0,9.405218
3.5800002,9.077728
2.55,8.719566
0.0,8.271056
9.0,8.717838
6.92,8.3782425
1.94,8.046922
0.0,7.7888136
0.0,7.6732593
0.0,8.510282
0.0,8.989114
0.0,9.2047205
1.56,9.279447
1.83,9.278994
0.34,9.239376
0.0,9.437559
0.0,9.245515
11.8,9.357384
1.3100001,9.864343
7.07,10.325415
13.8,10.651617
13.0199995,10.818043
3.72,10.829987
12.67,10.708156
5.25,10.481713
0.0,10.184252
1.11,9.850625
0.0,9.449699
3.69,8.961729
0.0,8.927661
0.0,8.841353
0.0,8.746341
0.0,8.735902
0.0,8.769739
0.0,9.125055
0.0,9.548063
0.0,9.988628
32.1,10.414365
7.39,10.799357
0.0,10.456027
0.0,10.263743
16.23,10.406941
11.16,10.686225
9.36,10.943412
27.789999,11.103696
21.23,11.141279
20.46,11.056044
20.84,10.8622675
13.59,10.583088
6.16,10.246947
9.17,9.884633
0.0,9.454834
3.7900002,9.297524
0.0,9.141622
0.0,8.966367
0.0,8.810446
0.0,8.75523
0.0,8.894681
0.0,9.1821995
0.0,9.556806
5.95,9.968461
5.6,10.378318
14.45,10.755461
0.0,10.481051
0.0,10.283421
18.37,10.416319
20.49,10.684243
13.309999,10.93079
6.11,11.082908
6.3,11.115304
8.98,11.027417
7.46,10.832577
6.43,10.552954
2.17,10.216216
2.6000001,9.852639
0.0,9.413585
0.0,9.256317
0.0,9.099304
0.0,8.921208
0.0,8.761526
0.0,8.699538
0.0,8.833102
0.44,9.115728
6.52,9.486717
8.26,9.896382
9.78,10.306112
20.710001,10.684922
0.0,10.493437
0.0,10.2889
12.24,10.41201
12.44,10.669849
5.73,10.907181
2.21,11.052404
0.87,11.0807
9.91,10.9910555
11.13,10.795926
16.25,10.516568
9.78,10.179904
6.23,9.815699
0.0,9.368179
4.15,9.211435
0.0,9.053464
0.0,8.872641
0.0,8.709337
0.0,8.64084
0.0,8.768541
0.0,9.046028
0.0,9.412935
6.4100003,9.820017
6.25,10.228933
8.74,10.608752
0.0,10.500171
0.0,10.283699
25.179998,10.395202
9.92,10.642981
4.21,10.871888
18.76,11.011234
14.49,11.03644
22.199999,10.945973
21.94,10.751417
