value,prediction
6.83,10.392928
5.96,8.949915
0.0,2.1675735
8.31,5.547554
12.1,4.279752
7.62,2.9373946
0.0,1.6858026
0.0,0.6993892
0.0,1.1430768
0.0,2.1192648
0.0,3.5184696
0.0,5.187083
0.0,6.9808507
5.88,8.755637
0.0,-0.7316412
0.0,-0.99175596
12.25,8.374557
26.54,9.694958
31.63,10.579157
30.66,11.062543
19.15,11.168531
13.97,10.926415
7.57,10.349187
6.0,9.437916
3.58,8.194611
2.55,6.647418
0.0,0.02857494
9.0,4.2755904
6.92,2.699703
1.94,1.2583282
0.0,0.053641442
0.0,-0.88545007
0.0,0.37661013
0.0,1.6024307
0.0,2.9697204
1.5600001,4.4490714
1.83,5.931448
0.34,7.2932725
0.0,-0.12686063
0.0,-0.5956753
11.8,7.449063
1.31,9.538856
7.0699997,10.706459
13.800001,11.108318
13.02,11.0012865
3.7200003,10.551927
12.67,9.824529
